timestamp,frequency_Hz,frequency_MHz,rms,active
2025-08-30T13:25:00.060059,144000000,144.0,0.0,0
2025-08-30T13:25:01.677519,144025000,144.025,0.0,0
2025-08-30T13:25:03.277134,144050000,144.05,0.0,0
2025-08-30T13:25:04.888557,144075000,144.075,0.0,0
2025-08-30T13:25:06.511500,144100000,144.1,0.0,0
2025-08-30T13:25:08.130737,144125000,144.125,0.0,0
2025-08-30T13:25:09.744859,144150000,144.15,0.0,0
2025-08-30T13:25:11.311693,144175000,144.175,0.0,0
2025-08-30T13:25:12.912784,144200000,144.2,0.0,0
2025-08-30T13:25:14.508775,144225000,144.225,0.0,0
2025-08-30T13:25:16.111444,144250000,144.25,0.0,0
2025-08-30T13:25:17.718603,144275000,144.275,0.0,0
2025-08-30T13:25:19.319131,144300000,144.3,0.0,0
2025-08-30T13:25:20.915116,144325000,144.325,0.0,0
2025-08-30T13:25:22.518372,144350000,144.35,0.0,0
2025-08-30T13:25:24.119313,144375000,144.375,0.0,0
2025-08-30T13:25:25.729702,144400000,144.4,0.0,0
2025-08-30T13:25:27.326568,144425000,144.425,0.0,0
2025-08-30T13:25:28.911363,144450000,144.45,0.0,0
2025-08-30T13:25:30.491915,144475000,144.475,0.0,0
2025-08-30T13:25:32.099857,144500000,144.5,0.0,0
2025-08-30T13:25:33.686149,144525000,144.525,0.0,0
2025-08-30T13:25:35.284158,144550000,144.55,0.0,0
2025-08-30T13:25:36.860606,144575000,144.575,0.0,0
2025-08-30T13:25:38.458670,144600000,144.6,0.0,0
2025-08-30T13:25:40.039206,144625000,144.625,0.0,0
2025-08-30T13:25:41.655699,144650000,144.65,0.0,0
2025-08-30T13:25:43.272300,144675000,144.675,0.0,0
2025-08-30T13:25:44.869144,144700000,144.7,0.0,0
