timestamp,frequency_Hz,frequency_MHz,rms,active
2025-08-30T13:26:04.392672,144000000,144.0,0.0,0
2025-08-30T13:26:06.016343,144025000,144.025,0.0,0
2025-08-30T13:26:07.628374,144050000,144.05,0.0,0
2025-08-30T13:26:09.232802,144075000,144.075,0.0,0
2025-08-30T13:26:10.847541,144100000,144.1,0.0,0
2025-08-30T13:26:12.468614,144125000,144.125,0.0,0
2025-08-30T13:26:14.099274,144150000,144.15,0.0,0
2025-08-30T13:26:15.720248,144175000,144.175,0.0,0
2025-08-30T13:26:17.341168,144200000,144.2,0.0,0
2025-08-30T13:26:18.962433,144225000,144.225,0.0,0
2025-08-30T13:26:20.548806,144250000,144.25,0.0,0
2025-08-30T13:26:22.144939,144275000,144.275,0.0,0
2025-08-30T13:26:23.749518,144300000,144.3,0.0,0
2025-08-30T13:26:25.344537,144325000,144.325,0.0,0
2025-08-30T13:26:26.950746,144350000,144.35,0.0,0
2025-08-30T13:26:28.558667,144375000,144.375,0.0,0
2025-08-30T13:26:30.158745,144400000,144.4,0.0,0
2025-08-30T13:26:31.770664,144425000,144.425,0.0,0
2025-08-30T13:26:33.379539,144450000,144.45,0.0,0
2025-08-30T13:26:34.983756,144475000,144.475,0.0,0
2025-08-30T13:26:36.591512,144500000,144.5,0.0,0
2025-08-30T13:26:38.206565,144525000,144.525,0.0,0
2025-08-30T13:26:39.803888,144550000,144.55,0.0,0
2025-08-30T13:26:41.403051,144575000,144.575,0.0,0
2025-08-30T13:26:43.020344,144600000,144.6,0.0,0
2025-08-30T13:26:44.658639,144625000,144.625,0.0,0
