timestamp,frequency_Hz,frequency_MHz,rms,active
2025-08-30T13:12:11.060007,144000000,144.0,0.0,0
2025-08-30T13:12:12.168169,144025000,144.025,0.0,0
2025-08-30T13:12:13.273171,144050000,144.05,0.0,0
2025-08-30T13:12:14.366973,144075000,144.075,0.0,0
2025-08-30T13:12:15.473786,144100000,144.1,0.0,0
2025-08-30T13:12:16.589909,144125000,144.125,0.0,0
2025-08-30T13:12:17.690387,144150000,144.15,0.0,0
2025-08-30T13:12:18.757913,144175000,144.175,0.0,0
2025-08-30T13:12:19.864032,144200000,144.2,0.0,0
2025-08-30T13:12:20.937533,144225000,144.225,0.0,0
2025-08-30T13:12:22.040053,144250000,144.25,0.0,0
2025-08-30T13:12:23.135040,144275000,144.275,0.0,0
2025-08-30T13:12:24.217751,144300000,144.3,0.0,0
2025-08-30T13:12:24.307169,144325000,144.325,0.0,0
2025-08-30T13:12:24.399349,144350000,144.35,0.0,0
2025-08-30T13:12:24.490614,144375000,144.375,0.0,0
2025-08-30T13:12:24.585270,144400000,144.4,0.0,0
2025-08-30T13:12:24.675310,144425000,144.425,0.0,0
2025-08-30T13:12:24.766448,144450000,144.45,0.0,0
2025-08-30T13:12:24.861464,144475000,144.475,0.0,0
2025-08-30T13:12:24.944643,144500000,144.5,0.0,0
2025-08-30T13:12:25.024099,144525000,144.525,0.0,0
2025-08-30T13:12:25.113124,144550000,144.55,0.0,0
2025-08-30T13:12:26.214758,144575000,144.575,0.0,0
2025-08-30T13:12:26.307130,144600000,144.6,0.0,0
2025-08-30T13:12:26.396454,144625000,144.625,0.0,0
2025-08-30T13:12:26.495237,144650000,144.65,0.0,0
2025-08-30T13:12:26.585665,144675000,144.675,0.0,0
2025-08-30T13:12:26.672184,144700000,144.7,0.0,0
2025-08-30T13:12:26.765719,144725000,144.725,0.0,0
2025-08-30T13:12:26.858676,144750000,144.75,0.0,0
2025-08-30T13:12:26.952289,144775000,144.775,0.0,0
2025-08-30T13:12:27.038329,144800000,144.8,0.0,0
2025-08-30T13:12:27.127073,144825000,144.825,0.0,0
2025-08-30T13:12:27.219340,144850000,144.85,0.0,0
2025-08-30T13:12:28.283324,144875000,144.875,0.0,0
2025-08-30T13:12:28.379326,144900000,144.9,0.0,0
2025-08-30T13:12:28.461019,144925000,144.925,0.0,0
2025-08-30T13:12:28.543697,144950000,144.95,0.0,0
2025-08-30T13:12:28.638671,144975000,144.975,0.0,0
2025-08-30T13:12:28.735616,145000000,145.0,0.0,0
2025-08-30T13:12:28.821362,145025000,145.025,0.0,0
2025-08-30T13:12:28.904284,145050000,145.05,0.0,0
2025-08-30T13:12:28.995789,145075000,145.075,0.0,0
2025-08-30T13:12:29.084621,145100000,145.1,0.0,0
2025-08-30T13:12:29.175871,145125000,145.125,0.0,0
2025-08-30T13:12:29.262515,145150000,145.15,0.0,0
2025-08-30T13:12:30.335054,145175000,145.175,0.0,0
2025-08-30T13:12:30.425260,145200000,145.2,0.0,0
2025-08-30T13:12:30.517626,145225000,145.225,0.0,0
2025-08-30T13:12:30.601321,145250000,145.25,0.0,0
2025-08-30T13:12:30.694318,145275000,145.275,0.0,0
2025-08-30T13:12:30.786986,145300000,145.3,0.0,0
2025-08-30T13:12:30.878359,145325000,145.325,0.0,0
2025-08-30T13:12:30.972119,145350000,145.35,0.0,0
2025-08-30T13:12:31.060672,145375000,145.375,0.0,0
2025-08-30T13:12:31.148542,145400000,145.4,0.0,0
2025-08-30T13:12:31.239406,145425000,145.425,0.0,0
2025-08-30T13:12:31.328147,145450000,145.45,0.0,0
2025-08-30T13:12:32.390638,145475000,145.475,0.0,0
2025-08-30T13:12:32.480580,145500000,145.5,0.0,0
2025-08-30T13:12:32.577597,145525000,145.525,0.0,0
2025-08-30T13:12:32.670344,145550000,145.55,0.0,0
2025-08-30T13:12:32.765490,145575000,145.575,0.0,0
2025-08-30T13:12:32.861965,145600000,145.6,0.0,0
2025-08-30T13:12:32.961045,145625000,145.625,0.0,0
2025-08-30T13:12:33.049992,145650000,145.65,0.0,0
2025-08-30T13:12:33.137902,145675000,145.675,0.0,0
2025-08-30T13:12:33.224244,145700000,145.7,0.0,0
2025-08-30T13:12:33.308585,145725000,145.725,0.0,0
2025-08-30T13:12:33.399747,145750000,145.75,0.0,0
2025-08-30T13:12:34.471152,145775000,145.775,0.0,0
2025-08-30T13:12:34.564658,145800000,145.8,0.0,0
2025-08-30T13:12:34.651433,145825000,145.825,0.0,0
2025-08-30T13:12:34.737856,145850000,145.85,0.0,0
2025-08-30T13:12:34.826439,145875000,145.875,0.0,0
2025-08-30T13:12:34.918657,145900000,145.9,0.0,0
2025-08-30T13:12:35.016399,145925000,145.925,0.0,0
2025-08-30T13:12:35.104765,145950000,145.95,0.0,0
2025-08-30T13:12:35.191531,145975000,145.975,0.0,0
2025-08-30T13:12:35.280365,146000000,146.0,0.0,0
2025-08-30T13:12:35.369610,146025000,146.025,0.0,0
2025-08-30T13:12:35.449822,146050000,146.05,0.0,0
2025-08-30T13:12:36.517855,146075000,146.075,0.0,0
2025-08-30T13:12:36.602383,146100000,146.1,0.0,0
2025-08-30T13:12:36.685412,146125000,146.125,0.0,0
2025-08-30T13:12:36.774023,146150000,146.15,0.0,0
2025-08-30T13:12:36.866526,146175000,146.175,0.0,0
2025-08-30T13:12:36.958184,146200000,146.2,0.0,0
2025-08-30T13:12:37.055433,146225000,146.225,0.0,0
2025-08-30T13:12:37.152876,146250000,146.25,0.0,0
2025-08-30T13:12:37.235547,146275000,146.275,0.0,0
2025-08-30T13:12:37.319493,146300000,146.3,0.0,0
2025-08-30T13:12:37.400187,146325000,146.325,0.0,0
2025-08-30T13:12:37.484940,146350000,146.35,0.0,0
2025-08-30T13:12:37.575848,146375000,146.375,0.0,0
2025-08-30T13:12:38.660866,146400000,146.4,0.0,0
2025-08-30T13:12:38.770219,146425000,146.425,0.0,0
2025-08-30T13:12:38.863660,146450000,146.45,0.0,0
2025-08-30T13:12:38.956375,146475000,146.475,0.0,0
2025-08-30T13:12:39.041956,146500000,146.5,0.0,0
2025-08-30T13:12:39.135996,146525000,146.525,0.0,0
2025-08-30T13:12:39.229061,146550000,146.55,0.0,0
2025-08-30T13:12:39.325212,146575000,146.575,0.0,0
2025-08-30T13:12:39.417340,146600000,146.6,0.0,0
2025-08-30T13:12:39.504966,146625000,146.625,0.0,0
2025-08-30T13:12:39.599716,146650000,146.65,0.0,0
2025-08-30T13:12:40.683519,146675000,146.675,0.0,0
2025-08-30T13:12:40.778259,146700000,146.7,0.0,0
2025-08-30T13:12:40.870635,146725000,146.725,0.0,0
2025-08-30T13:12:40.963292,146750000,146.75,0.0,0
2025-08-30T13:12:41.061451,146775000,146.775,0.0,0
2025-08-30T13:12:41.155980,146800000,146.8,0.0,0
2025-08-30T13:12:41.249014,146825000,146.825,0.0,0
2025-08-30T13:12:41.342844,146850000,146.85,0.0,0
2025-08-30T13:12:41.436223,146875000,146.875,0.0,0
2025-08-30T13:12:41.519176,146900000,146.9,0.0,0
2025-08-30T13:12:41.607317,146925000,146.925,0.0,0
2025-08-30T13:12:41.698713,146950000,146.95,0.0,0
2025-08-30T13:12:42.767658,146975000,146.975,0.0,0
2025-08-30T13:12:42.859711,147000000,147.0,0.0,0
2025-08-30T13:12:42.957141,147025000,147.025,0.0,0
2025-08-30T13:12:43.050747,147050000,147.05,0.0,0
2025-08-30T13:12:43.145343,147075000,147.075,0.0,0
2025-08-30T13:12:43.235121,147100000,147.1,0.0,0
2025-08-30T13:12:43.359742,147125000,147.125,0.0,0
2025-08-30T13:12:43.454385,147150000,147.15,0.0,0
2025-08-30T13:12:43.533467,147175000,147.175,0.0,0
2025-08-30T13:12:43.622556,147200000,147.2,0.0,0
2025-08-30T13:12:43.709646,147225000,147.225,0.0,0
2025-08-30T13:12:43.788776,147250000,147.25,0.0,0
2025-08-30T13:12:44.860778,147275000,147.275,0.0,0
2025-08-30T13:12:44.960192,147300000,147.3,0.0,0
2025-08-30T13:12:45.057681,147325000,147.325,0.0,0
2025-08-30T13:12:45.152032,147350000,147.35,0.0,0
2025-08-30T13:12:45.242066,147375000,147.375,0.0,0
2025-08-30T13:12:45.332912,147400000,147.4,0.0,0
2025-08-30T13:12:45.426237,147425000,147.425,0.0,0
2025-08-30T13:12:45.514337,147450000,147.45,0.0,0
2025-08-30T13:12:45.609646,147475000,147.475,0.0,0
2025-08-30T13:12:45.700710,147500000,147.5,0.0,0
2025-08-30T13:12:45.793332,147525000,147.525,0.0,0
2025-08-30T13:12:45.892604,147550000,147.55,0.0,0
2025-08-30T13:12:46.967252,147575000,147.575,0.0,0
2025-08-30T13:12:47.062758,147600000,147.6,0.0,0
2025-08-30T13:12:47.155314,147625000,147.625,0.0,0
2025-08-30T13:12:47.249979,147650000,147.65,0.0,0
2025-08-30T13:12:47.344095,147675000,147.675,0.0,0
2025-08-30T13:12:47.435758,147700000,147.7,0.0,0
2025-08-30T13:12:47.531289,147725000,147.725,0.0,0
2025-08-30T13:12:47.620594,147750000,147.75,0.0,0
2025-08-30T13:12:47.708267,147775000,147.775,0.0,0
2025-08-30T13:12:47.794175,147800000,147.8,0.0,0
2025-08-30T13:12:47.876528,147825000,147.825,0.0,0
2025-08-30T13:12:47.971786,147850000,147.85,0.0,0
2025-08-30T13:12:49.042521,147875000,147.875,0.0,0
2025-08-30T13:12:49.129249,147900000,147.9,0.0,0
2025-08-30T13:12:49.210757,147925000,147.925,0.0,0
2025-08-30T13:12:49.304012,147950000,147.95,0.0,0
2025-08-30T13:12:49.394234,147975000,147.975,0.0,0
2025-08-30T13:12:49.487981,148000000,148.0,0.0,0
2025-08-30T13:12:50.593159,144000000,144.0,0.0,0
2025-08-30T13:12:50.690150,144025000,144.025,0.0,0
2025-08-30T13:12:50.775530,144050000,144.05,0.0,0
2025-08-30T13:12:50.853381,144075000,144.075,0.0,0
2025-08-30T13:12:50.940181,144100000,144.1,0.0,0
2025-08-30T13:12:51.028037,144125000,144.125,0.0,0
2025-08-30T13:12:51.116858,144150000,144.15,0.0,0
2025-08-30T13:12:52.193842,144175000,144.175,0.0,0
2025-08-30T13:12:53.302972,144200000,144.2,0.0,0
2025-08-30T13:12:53.390545,144225000,144.225,0.0,0
2025-08-30T13:12:53.475869,144250000,144.25,0.0,0
2025-08-30T13:12:53.569612,144275000,144.275,0.0,0
2025-08-30T13:12:53.670042,144300000,144.3,0.0,0
2025-08-30T13:12:53.769825,144325000,144.325,0.0,0
2025-08-30T13:12:53.861778,144350000,144.35,0.0,0
2025-08-30T13:12:53.955112,144375000,144.375,0.0,0
2025-08-30T13:12:54.042318,144400000,144.4,0.0,0
2025-08-30T13:12:54.130798,144425000,144.425,0.0,0
2025-08-30T13:12:54.219466,144450000,144.45,0.0,0
2025-08-30T13:12:54.300191,144475000,144.475,0.0,0
2025-08-30T13:12:55.364180,144500000,144.5,0.0,0
2025-08-30T13:12:55.467050,144525000,144.525,0.0,0
2025-08-30T13:12:55.561645,144550000,144.55,0.0,0
2025-08-30T13:12:55.653129,144575000,144.575,0.0,0
2025-08-30T13:12:55.747975,144600000,144.6,0.0,0
2025-08-30T13:12:55.840146,144625000,144.625,0.0,0
2025-08-30T13:12:55.934928,144650000,144.65,0.0,0
2025-08-30T13:12:56.029894,144675000,144.675,0.0,0
2025-08-30T13:12:56.108886,144700000,144.7,0.0,0
2025-08-30T13:12:56.199435,144725000,144.725,0.0,0
2025-08-30T13:12:56.290644,144750000,144.75,0.0,0
2025-08-30T13:12:56.369623,144775000,144.775,0.0,0
2025-08-30T13:12:57.449605,144800000,144.8,0.0,0
2025-08-30T13:12:57.547072,144825000,144.825,0.0,0
2025-08-30T13:12:57.640876,144850000,144.85,0.0,0
2025-08-30T13:12:57.744187,144875000,144.875,0.0,0
2025-08-30T13:12:57.832008,144900000,144.9,0.0,0
2025-08-30T13:12:57.936661,144925000,144.925,0.0,0
2025-08-30T13:12:58.038246,144950000,144.95,0.0,0
2025-08-30T13:12:58.136953,144975000,144.975,0.0,0
2025-08-30T13:12:58.224518,145000000,145.0,0.0,0
2025-08-30T13:12:58.317797,145025000,145.025,0.0,0
2025-08-30T13:12:58.406526,145050000,145.05,0.0,0
2025-08-30T13:12:58.490226,145075000,145.075,0.0,0
2025-08-30T13:12:58.575340,145100000,145.1,0.0,0
2025-08-30T13:12:58.664371,145125000,145.125,0.0,0
2025-08-30T13:12:58.750402,145150000,145.15,0.0,0
2025-08-30T13:12:58.828859,145175000,145.175,0.0,0
2025-08-30T13:12:58.911850,145200000,145.2,0.0,0
2025-08-30T13:12:58.996601,145225000,145.225,0.0,0
2025-08-30T13:12:59.083617,145250000,145.25,0.0,0
2025-08-30T13:12:59.167329,145275000,145.275,0.0,0
2025-08-30T13:12:59.253039,145300000,145.3,0.0,0
2025-08-30T13:12:59.335986,145325000,145.325,0.0,0
2025-08-30T13:12:59.418916,145350000,145.35,0.0,0
2025-08-30T13:12:59.500859,145375000,145.375,0.0,0
2025-08-30T13:12:59.589116,145400000,145.4,0.0,0
2025-08-30T13:12:59.672296,145425000,145.425,0.0,0
2025-08-30T13:12:59.752713,145450000,145.45,0.0,0
2025-08-30T13:12:59.837181,145475000,145.475,0.0,0
2025-08-30T13:12:59.918762,145500000,145.5,0.0,0
2025-08-30T13:13:00.011445,145525000,145.525,0.0,0
2025-08-30T13:13:00.104897,145550000,145.55,0.0,0
2025-08-30T13:13:00.195808,145575000,145.575,0.0,0
2025-08-30T13:13:00.286157,145600000,145.6,0.0,0
2025-08-30T13:13:00.373419,145625000,145.625,0.0,0
2025-08-30T13:13:00.472903,145650000,145.65,0.0,0
2025-08-30T13:13:00.565166,145675000,145.675,0.0,0
2025-08-30T13:13:00.654574,145700000,145.7,0.0,0
2025-08-30T13:13:00.744512,145725000,145.725,0.0,0
2025-08-30T13:13:00.837175,145750000,145.75,0.0,0
2025-08-30T13:13:00.917985,145775000,145.775,0.0,0
2025-08-30T13:13:00.999339,145800000,145.8,0.0,0
2025-08-30T13:13:01.088874,145825000,145.825,0.0,0
2025-08-30T13:13:01.169654,145850000,145.85,0.0,0
2025-08-30T13:13:01.252489,145875000,145.875,0.0,0
2025-08-30T13:13:01.335756,145900000,145.9,0.0,0
2025-08-30T13:13:01.417864,145925000,145.925,0.0,0
2025-08-30T13:13:01.501307,145950000,145.95,0.0,0
2025-08-30T13:13:01.593955,145975000,145.975,0.0,0
2025-08-30T13:13:01.685437,146000000,146.0,0.0,0
2025-08-30T13:13:01.767244,146025000,146.025,0.0,0
2025-08-30T13:13:01.853412,146050000,146.05,0.0,0
2025-08-30T13:13:01.934726,146075000,146.075,0.0,0
2025-08-30T13:13:02.016458,146100000,146.1,0.0,0
2025-08-30T13:13:02.100989,146125000,146.125,0.0,0
2025-08-30T13:13:02.187697,146150000,146.15,0.0,0
2025-08-30T13:13:02.275473,146175000,146.175,0.0,0
2025-08-30T13:13:02.361110,146200000,146.2,0.0,0
2025-08-30T13:13:02.442136,146225000,146.225,0.0,0
2025-08-30T13:13:02.526571,146250000,146.25,0.0,0
2025-08-30T13:13:02.606816,146275000,146.275,0.0,0
2025-08-30T13:13:02.690789,146300000,146.3,0.0,0
2025-08-30T13:13:02.773394,146325000,146.325,0.0,0
2025-08-30T13:13:02.856880,146350000,146.35,0.0,0
2025-08-30T13:13:02.944858,146375000,146.375,0.0,0
2025-08-30T13:13:03.027555,146400000,146.4,0.0,0
2025-08-30T13:13:03.112414,146425000,146.425,0.0,0
2025-08-30T13:13:03.193315,146450000,146.45,0.0,0
2025-08-30T13:13:03.277686,146475000,146.475,0.0,0
2025-08-30T13:13:03.361213,146500000,146.5,0.0,0
2025-08-30T13:13:03.442513,146525000,146.525,0.0,0
